timestamp,open,high,low,close,volume,turnover
1642984200000,35822.5,35903.5,35764.0,35801.0,168.43,6032434.0885
1642985100000,35801.0,35922.0,35800.5,35836.5,209.76,7522658.501
1642986000000,35836.5,35958.5,35808.0,35886.5,212.673,7638870.8335
1642986900000,35886.5,36030.0,35813.5,35813.5,233.97,8405284.25
1642987800000,35813.5,35813.5,35654.0,35694.5,106.963,3821979.861
1642988700000,35694.5,35706.0,35593.5,35661.5,205.515,7326235.4635
1642989600000,35661.5,35692.5,35577.5,35618.0,651.834,23229999.357
1642990500000,35618.0,35637.0,35573.0,35581.0,28.193,1003410.8575
1642991400000,35581.0,35620.5,35345.0,35412.0,75.014,2658270.2715
1642992300000,35412.0,35478.0,35185.5,35214.5,73.602,2600541.2165
1642993200000,35214.5,35310.0,35188.0,35309.0,46.303,1633199.495
1642994100000,35309.0,35323.5,35225.0,35227.0,29.249,1032400.7065
1642995000000,35227.0,35295.5,35206.5,35256.5,392.201,13820661.7675
1642995900000,35256.5,35386.0,35256.0,35348.5,67.552,2387267.646
1642996800000,35348.5,35463.0,35305.0,35336.5,80.621,2850371.655
1642997700000,35336.5,35413.0,35336.5,35369.5,34.854,1233197.867
1642998600000,35369.5,35369.5,35228.0,35234.5,24.55,866741.4355
1642999500000,35234.5,35253.0,35073.5,35109.0,128.716,4521530.3805
1643000400000,35109.0,35117.0,34992.5,35050.0,83.388,2921654.5215
1643001300000,35050.0,35139.0,35039.0,35039.0,97.368,3415517.646
1643002200000,35039.0,35088.5,34951.0,35068.0,115.638,4046234.741
1643003100000,35068.0,35249.5,35061.0,35213.0,238.799,8392635.3745
1643004000000,35213.0,35213.0,35076.0,35117.5,81.481,2861275.759
1643004900000,35117.5,35347.0,35116.0,35315.5,59.164,2086193.994
1643005800000,35315.5,35332.0,35278.5,35320.0,45.57,1609515.625
1643006700000,35320.0,35322.5,35255.5,35282.5,36.639,1292739.7205
1643007600000,35282.5,35282.5,35137.5,35144.0,260.042,9149760.9425
1643008500000,35144.0,35299.0,35142.5,35260.5,26.372,929463.519
1643009400000,35260.5,35268.5,34996.0,34996.0,73.016,2561554.903
1643010300000,34996.0,35045.0,34800.0,34878.0,215.065,7511466.0025
1643011200000,34878.0,35030.0,34878.0,35019.5,143.404,5016362.8515
1643012100000,35019.5,35144.5,35019.5,35124.5,123.619,4338035.6065
1643013000000,35124.5,35210.0,35120.5,35137.5,36.728,1291832.1875
1643013900000,35137.5,35723.5,34800.0,34957.5,521.955,18412456.7475
1643014800000,34957.5,35080.5,34901.5,34904.0,85.022,2975497.416
1643015700000,34904.0,34934.5,34441.0,34735.5,472.455,16352901.8425
1643016600000,34735.5,34821.5,34491.0,34516.5,293.126,10143161.744
1643017500000,34516.5,34655.5,34450.5,34494.5,81.553,2817209.3925
1643018400000,34494.5,34582.5,33521.0,33870.0,1106.89,37571013.882
1643019300000,33870.0,33954.0,33482.5,33543.5,725.371,24441776.2595
1643020200000,33543.5,33739.5,33413.5,33609.0,217.3,7296288.0605
1643021100000,33609.0,33707.5,33249.5,33300.0,184.933,6186879.4465
1643022000000,33300.0,33897.5,33038.5,33829.5,379.655,12690961.5855
1643022900000,33829.5,34157.0,33697.5,33779.0,517.489,17541603.776
1643023800000,33779.0,33947.0,33599.5,33852.0,376.825,12717395.581
1643024700000,33852.0,33970.0,33639.5,33697.5,190.997,6460351.3735
1643025600000,33697.5,33819.5,33562.5,33670.0,142.394,4800193.976
1643026500000,33670.0,33670.0,33429.0,33576.5,188.526,6325178.1955
1643027400000,33576.5,33665.5,33333.0,33397.5,48.214,1613383.1245
1643028300000,33397.5,33642.0,33061.5,33084.0,276.95,9226336.016
1643029200000,33084.0,33741.0,32919.0,33482.5,440.104,14693226.1495
1643030100000,33482.5,33650.5,33336.0,33517.0,124.04,4158824.4885
1643031000000,33517.0,33615.5,33254.5,33356.0,323.184,10793605.8585
